name,full_name,stars,forks,watchers,open_issues,size,has_wiki,has_projects,has_downloads,is_fork,archived,created_at,updated_at,pushed_at,language,license,subscribers_count,contributors_count,commits_count,readme_size
vagrant,hashicorp/vagrant,26623,4445,26623,717,81980,1,1,1,0,0,2010-01-21T08:34:27Z,2025-05-04T05:39:24Z,2025-05-02T00:50:49Z,Ruby,other,30,30,30,2484
podman,containers/podman,26596,2612,26596,816,159780,1,1,1,0,0,2017-11-01T15:01:27Z,2025-05-04T06:53:22Z,2025-05-03T03:22:52Z,Go,apache-2.0,30,30,30,12318
supervision,roboflow/supervision,26552,2008,26552,116,2186425,1,1,1,0,0,2022-11-28T14:08:44Z,2025-05-03T19:43:45Z,2025-04-28T23:12:59Z,Python,mit,30,30,30,11873
openai-python,openai/openai-python,26548,3849,26548,118,5033,0,0,1,0,0,2020-10-25T23:23:54Z,2025-05-04T04:56:26Z,2025-05-02T19:17:04Z,Python,apache-2.0,30,30,30,23235
quasar,quasarframework/quasar,26537,3602,26537,637,448683,0,1,1,0,0,2015-10-05T15:45:36Z,2025-05-03T23:58:14Z,2025-04-29T09:45:27Z,JavaScript,mit,30,30,30,7478
nodemon,remy/nodemon,26534,1739,26534,7,2700,1,0,1,0,0,2010-10-03T12:50:52Z,2025-05-02T00:36:15Z,2025-04-23T09:21:42Z,JavaScript,mit,30,30,30,40793
the_silver_searcher,ggreer/the_silver_searcher,26519,1431,26519,561,2426,1,1,1,0,0,2011-11-19T19:50:47Z,2025-05-04T07:09:02Z,2024-06-16T19:37:41Z,C,apache-2.0,30,30,30,7985
EasyOCR,JaidedAI/EasyOCR,26515,3314,26515,491,161624,1,1,1,0,0,2020-03-14T11:46:39Z,2025-05-04T06:25:41Z,2024-09-24T11:24:36Z,Python,apache-2.0,30,30,30,9982
hacker-laws,dwmkerr/hacker-laws,26508,1556,26508,149,2767,1,1,1,0,0,2018-01-25T03:46:34Z,2025-05-03T14:30:37Z,2025-04-09T18:46:19Z,HTML,cc-by-sa-4.0,30,30,30,72101
llm.c,karpathy/llm.c,26502,3047,26502,201,2138,1,1,1,0,0,2024-04-08T16:58:11Z,2025-05-04T06:59:08Z,2025-05-01T11:21:07Z,Cuda,mit,30,30,30,16471
awesome-vscode,viatsko/awesome-vscode,26456,1274,26456,68,10521,1,1,1,0,0,2016-02-07T23:02:45Z,2025-05-04T06:21:53Z,2024-06-21T09:46:41Z,JavaScript,cc0-1.0,30,30,30,78457
emscripten,emscripten-core/emscripten,26456,3393,26456,2268,251877,1,1,1,0,0,2011-02-12T05:23:30Z,2025-05-03T23:48:37Z,2025-05-02T23:29:34Z,C++,other,30,30,30,2325
